,Tournament,Date,Series,Court,Surface,Round,P,S,PRank,SRank,PPts,SPts,P1,S1,P2,S2,P3,S3,P4,S4,P5,S5,Psets,Ssets,Gana_P,Punto_Average_P,Dif_P,Puntos_Marcados_P,Victorias_P,Derrotas_P,Punto_Average_S,Dif_S,Puntos_Marcados_S,Victorias_S,Derrotas_S
0,Australian Open,16/01/2023,Grand Slam,Outdoor,Hard,1st Round,Moutet C.,Wu Y.,62.0,114.0,790.0,494.0,6.0,4.0,5.0,7.0,6.0,2.0,4.0,6.0,7.0,5.0,3.0,2.0,1.0,0.0,0.0,0.0,13.0,15.0,0.0,0.0,0.0,2.0,1.0
1,Australian Open,16/01/2023,Grand Slam,Outdoor,Hard,1st Round,Watanuki Y.,Rinderknech A.,138.0,59.0,413.0,807.0,6.0,3.0,6.0,3.0,6.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0
2,Australian Open,16/01/2023,Grand Slam,Outdoor,Hard,1st Round,Ivashka I.,Van De Zandschulp B.,73.0,34.0,705.0,1205.0,3.0,6.0,6.0,3.0,5.0,7.0,3.0,6.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,7.0,9.0,0.0,0.0,0.0,10.0,6.0
3,Australian Open,16/01/2023,Grand Slam,Outdoor,Hard,1st Round,Barrere G.,Etcheverry T.,83.0,79.0,635.0,649.0,6.0,3.0,3.0,6.0,4.0,6.0,4.0,6.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,6.0,11.0,0.0,0.0,0.0,0.0,3.0
4,Australian Open,16/01/2023,Grand Slam,Outdoor,Hard,1st Round,Edmund K.,Sinner J.,581.0,16.0,52.0,2375.0,4.0,6.0,0.0,6.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,23.0,24.0,0.0,0.0,0.0,22.0,10.0
5,Australian Open,16/01/2023,Grand Slam,Outdoor,Hard,1st Round,Pella G.,Cerundolo F.,181.0,29.0,318.0,1383.0,4.0,6.0,4.0,6.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,20.0,27.0,0.0,0.0,0.0,0.0,3.0
6,Australian Open,16/01/2023,Grand Slam,Outdoor,Hard,1st Round,Shang J.,Otte O.,194.0,74.0,289.0,701.0,6.0,2.0,6.0,4.0,6.0,7.0,7.0,5.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0
7,Australian Open,16/01/2023,Grand Slam,Outdoor,Hard,1st Round,Martinez P.,Hurkacz H.,60.0,11.0,801.0,2860.0,6.0,7.0,2.0,6.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,8.0,10.0,0.0,0.0,0.0,12.0,16.0
8,Australian Open,16/01/2023,Grand Slam,Outdoor,Hard,1st Round,Korda S.,Garin C.,31.0,87.0,1325.0,606.0,6.0,4.0,1.0,6.0,6.0,3.0,6.0,2.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,8.0,7.0,0.0,0.0,0.0,15.0,14.0
9,Australian Open,16/01/2023,Grand Slam,Outdoor,Hard,1st Round,Ymer M.,Nishioka Y.,69.0,33.0,751.0,1212.0,4.0,6.0,2.0,6.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,8.0,10.0,0.0,0.0,0.0,10.0,24.0
