,Tournament,Date,Series,Court,Surface,Round,P,S,PRank,SRank,PPts,SPts,P1,S1,P2,S2,P3,S3,P4,S4,P5,S5,Psets,Ssets,Gana_P,Punto_Average_P,Dif_P,Puntos_Marcados_P,Victorias_P,Derrotas_P,Punto_Average_S,Dif_S,Puntos_Marcados_S,Victorias_S,Derrotas_S
0,Wimbledon,03/07/17,Grand Slam,Outdoor,Grass,1st Round,Fabbiano T.,Querrey S.,91.0,28.0,610.0,1495.0,6.0,7.0,5.0,7.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,45.0,42.0
1,Wimbledon,03/07/17,Grand Slam,Outdoor,Grass,1st Round,Herbert P.H.,Kyrgios N.,70.0,20.0,707.0,2110.0,6.0,3.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,6.0,10.0,0.0,0.0,0.0,28.0,17.0
2,Wimbledon,03/07/17,Grand Slam,Outdoor,Grass,1st Round,Monteiro T.,Whittington A.,100.0,210.0,544.0,255.0,4.0,6.0,6.0,3.0,7.0,6.0,7.0,6.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0
3,Wimbledon,03/07/17,Grand Slam,Outdoor,Grass,1st Round,Janowicz J.,Shapovalov D.,141.0,164.0,400.0,344.0,6.0,4.0,3.0,6.0,6.0,3.0,7.0,6.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,21.0,18.0,0.0,0.0,0.0,3.0,1.0
4,Wimbledon,03/07/17,Grand Slam,Outdoor,Grass,1st Round,Brown D.,Sousa J.,97.0,62.0,585.0,830.0,3.0,6.0,7.0,6.0,6.0,4.0,6.0,4.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,8.0,18.0,0.0,0.0,0.0,16.0,19.0
5,Wimbledon,03/07/17,Grand Slam,Outdoor,Grass,1st Round,Basilashvili N.,Berlocq C.,54.0,80.0,866.0,659.0,6.0,4.0,7.0,6.0,6.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,4.0,8.0,0.0,0.0,0.0,10.0,33.0
6,Wimbledon,03/07/17,Grand Slam,Outdoor,Grass,1st Round,Lu Y.H.,Bolelli S.,75.0,312.0,680.0,154.0,3.0,6.0,6.0,1.0,3.0,6.0,4.0,6.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,21.0,42.0,0.0,0.0,0.0,23.0,30.0
7,Wimbledon,03/07/17,Grand Slam,Outdoor,Grass,1st Round,Dutra Silva R.,Paire B.,473.0,46.0,79.0,960.0,4.0,6.0,6.0,3.0,6.0,7.0,4.0,6.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,4.0,11.0,0.0,0.0,0.0,26.0,27.0
8,Wimbledon,03/07/17,Grand Slam,Outdoor,Grass,1st Round,Kuznetsov An.,Khachanov K.,76.0,34.0,676.0,1176.0,6.0,7.0,6.0,2.0,3.0,6.0,6.0,1.0,2.0,6.0,2.0,3.0,0.0,0.0,0.0,0.0,17.0,17.0,0.0,0.0,0.0,5.0,4.0
9,Wimbledon,03/07/17,Grand Slam,Outdoor,Grass,1st Round,Norrie C.,Tsonga J.W.,221.0,10.0,244.0,3075.0,3.0,6.0,2.0,6.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,114.0,37.0
10,Wimbledon,03/07/17,Grand Slam,Outdoor,Grass,1st Round,Murray A.,Bublik A.,1.0,135.0,9390.0,421.0,6.0,1.0,6.0,4.0,6.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,181.0,40.0,0.0,0.0,0.0,1.0,1.0
11,Wimbledon,03/07/17,Grand Slam,Outdoor,Grass,1st Round,Nishikori K.,Cecchinato M.,9.0,102.0,3830.0,540.0,6.0,2.0,6.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,68.0,31.0,0.0,0.0,0.0,0.0,3.0
12,Wimbledon,03/07/17,Grand Slam,Outdoor,Grass,1st Round,Anderson K.,Verdasco F.,42.0,35.0,970.0,1175.0,2.0,6.0,7.0,6.0,7.0,6.0,6.0,3.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,53.0,33.0,0.0,0.0,0.0,88.0,47.0
13,Wimbledon,03/07/17,Grand Slam,Outdoor,Grass,1st Round,Istomin D.,Young D.,72.0,43.0,704.0,970.0,7.0,5.0,4.0,6.0,4.0,6.0,2.0,4.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,34.0,37.0,0.0,0.0,0.0,20.0,32.0
14,Wimbledon,03/07/17,Grand Slam,Outdoor,Grass,1st Round,Bautista Agut R.,Haider-Maurer A.,19.0,1039.0,2155.0,9.0,6.0,3.0,6.0,1.0,6.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,15.0,6.0,0.0,0.0,0.0,7.0,16.0
15,Wimbledon,03/07/17,Grand Slam,Outdoor,Grass,1st Round,Jaziri M.,Pouille L.,77.0,16.0,671.0,2570.0,7.0,6.0,4.0,6.0,4.0,6.0,6.0,7.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,9.0,16.0,0.0,0.0,0.0,15.0,14.0
16,Wimbledon,03/07/17,Grand Slam,Outdoor,Grass,1st Round,Copil M.,Gojowczyk P.,85.0,140.0,629.0,410.0,6.0,7.0,6.0,2.0,3.0,6.0,1.0,6.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,2.0,6.0
