,Tournament,Date,Series,Court,Surface,Round,P,S,PRank,SRank,PPts,SPts,P1,S1,P2,S2,P3,S3,P4,S4,P5,S5,Psets,Ssets,Gana_P,Punto_Average_P,Dif_P,Puntos_Marcados_P,Victorias_P,Derrotas_P,Punto_Average_S,Dif_S,Puntos_Marcados_S,Victorias_S,Derrotas_S
0,French Open,28/05/2023,Grand Slam,Outdoor,Clay,1st Round,Lestienne C.,Khachanov K.,70.0,11.0,769.0,2945.0,6.0,3.0,6.0,1.0,2.0,6.0,1.0,6.0,3.0,6.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,49.0,23.0
1,French Open,28/05/2023,Grand Slam,Outdoor,Clay,1st Round,Goffin D.,Hurkacz H.,111.0,14.0,570.0,2525.0,3.0,6.0,7.0,5.0,4.0,6.0,6.0,2.0,4.0,6.0,2.0,3.0,0.0,0.0,0.0,0.0,59.0,38.0,0.0,0.0,0.0,15.0,17.0
2,French Open,28/05/2023,Grand Slam,Outdoor,Clay,1st Round,Cressy M.,Ofner S.,44.0,118.0,975.0,534.0,4.0,6.0,6.0,7.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,2.0,2.0
3,French Open,28/05/2023,Grand Slam,Outdoor,Clay,1st Round,Martinez P.,Griekspoor T.,135.0,39.0,448.0,1034.0,4.0,6.0,6.0,2.0,6.0,0.0,5.0,7.0,3.0,6.0,2.0,3.0,0.0,0.0,0.0,0.0,8.0,11.0,0.0,0.0,0.0,5.0,6.0
4,French Open,28/05/2023,Grand Slam,Outdoor,Clay,1st Round,Albot R.,Kypson P.,113.0,329.0,564.0,154.0,6.0,3.0,6.0,2.0,4.0,6.0,6.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,14.0,23.0,0.0,0.0,0.0,0.0,1.0
5,French Open,28/05/2023,Grand Slam,Outdoor,Clay,1st Round,Kokkinakis T.,Evans D.,108.0,25.0,587.0,1480.0,6.0,4.0,6.0,4.0,6.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.0,16.0,0.0,0.0,0.0,26.0,23.0
6,French Open,28/05/2023,Grand Slam,Outdoor,Clay,1st Round,Grenier H.,Fucsovics M.,122.0,83.0,518.0,720.0,3.0,6.0,7.0,5.0,1.0,6.0,3.0,6.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,21.0,21.0
7,French Open,28/05/2023,Grand Slam,Outdoor,Clay,1st Round,Tsitsipas S.,Vesely J.,5.0,455.0,4775.0,92.0,7.0,5.0,6.0,3.0,4.0,6.0,7.0,6.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,49.0,20.0,0.0,0.0,0.0,22.0,33.0
8,French Open,28/05/2023,Grand Slam,Outdoor,Clay,1st Round,Kubler J.,Diaz Acosta F.,69.0,137.0,777.0,441.0,1.0,6.0,6.0,3.0,6.0,4.0,3.0,6.0,6.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0
9,French Open,28/05/2023,Grand Slam,Outdoor,Clay,1st Round,Isner J.,Borges N.,90.0,80.0,675.0,727.0,4.0,6.0,7.0,5.0,6.0,7.0,6.0,4.0,6.0,7.0,2.0,3.0,0.0,0.0,0.0,0.0,84.0,54.0,0.0,0.0,0.0,1.0,3.0
