,Tournament,Date,Series,Court,Surface,Round,P,S,PRank,SRank,PPts,SPts,P1,S1,P2,S2,P3,S3,P4,S4,P5,S5,Psets,Ssets,Gana_P,Punto_Average_P,Dif_P,Puntos_Marcados_P,Victorias_P,Derrotas_P,Punto_Average_S,Dif_S,Puntos_Marcados_S,Victorias_S,Derrotas_S
0,Wimbledon,29/06/15,Grand Slam,Outdoor,Grass,1st Round,Broady L.,Matosevic M.,182.0,138.0,282.0,391.0,5.0,7.0,4.0,6.0,6.0,3.0,6.0,2.0,6.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,17.0
1,Wimbledon,29/06/15,Grand Slam,Outdoor,Grass,1st Round,Cilic M.,Moriya H.,9.0,174.0,3540.0,294.0,6.0,3.0,6.0,2.0,7.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,71.0,30.0,0.0,0.0,0.0,0.0,2.0
2,Wimbledon,29/06/15,Grand Slam,Outdoor,Grass,1st Round,Haider-Maurer A.,Berankis R.,57.0,90.0,857.0,577.0,2.0,6.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,14.0,0.0,0.0,0.0,8.0,11.0
3,Wimbledon,29/06/15,Grand Slam,Outdoor,Grass,1st Round,Sela D.,Thiem D.,85.0,30.0,617.0,1235.0,6.0,2.0,3.0,6.0,4.0,6.0,4.0,6.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,17.0,29.0,0.0,0.0,0.0,8.0,7.0
4,Wimbledon,29/06/15,Grand Slam,Outdoor,Grass,1st Round,Tipsarevic J.,Granollers M.,486.0,72.0,76.0,715.0,3.0,6.0,4.0,6.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,45.0,32.0,0.0,0.0,0.0,29.0,32.0
5,Wimbledon,29/06/15,Grand Slam,Outdoor,Grass,1st Round,Goffin D.,Zeballos H.,15.0,128.0,2010.0,431.0,7.0,6.0,6.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,12.0,13.0,0.0,0.0,0.0,4.0,12.0
6,Wimbledon,29/06/15,Grand Slam,Outdoor,Grass,1st Round,Verdasco F.,Klizan M.,43.0,39.0,1045.0,1100.0,4.0,6.0,6.0,2.0,6.0,3.0,6.0,7.0,13.0,11.0,3.0,2.0,1.0,0.0,0.0,0.0,79.0,39.0,0.0,0.0,0.0,14.0,15.0
7,Wimbledon,29/06/15,Grand Slam,Outdoor,Grass,1st Round,Schwartzman D.,Kyrgios N.,64.0,29.0,760.0,1245.0,0.0,6.0,2.0,6.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,14.0,9.0
8,Wimbledon,29/06/15,Grand Slam,Outdoor,Grass,1st Round,Kokkinakis T.,Mayer L.,71.0,21.0,723.0,1605.0,6.0,7.0,6.0,7.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,24.0,24.0
9,Wimbledon,29/06/15,Grand Slam,Outdoor,Grass,1st Round,Soeda G.,Isner J.,91.0,17.0,575.0,1890.0,6.0,7.0,4.0,6.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,15.0,0.0,0.0,0.0,43.0,29.0
10,Wimbledon,29/06/15,Grand Slam,Outdoor,Grass,1st Round,Kohlschreiber P.,Djokovic N.,33.0,1.0,1195.0,13845.0,4.0,6.0,4.0,6.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,57.0,38.0,0.0,0.0,0.0,196.0,30.0
11,Wimbledon,29/06/15,Grand Slam,Outdoor,Grass,1st Round,Hewitt L.,Nieminen J.,118.0,92.0,465.0,564.0,6.0,3.0,3.0,6.0,6.0,4.0,0.0,6.0,9.0,11.0,2.0,3.0,0.0,0.0,0.0,0.0,58.0,35.0,0.0,0.0,0.0,34.0,37.0
12,Wimbledon,29/06/15,Grand Slam,Outdoor,Grass,1st Round,Mayer F.,Monaco J.,294.0,35.0,163.0,1170.0,1.0,6.0,2.0,6.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,27.0,27.0,0.0,0.0,0.0,27.0,34.0
13,Wimbledon,29/06/15,Grand Slam,Outdoor,Grass,1st Round,Bolelli S.,Nishikori K.,55.0,5.0,871.0,5660.0,3.0,6.0,7.0,6.0,2.0,6.0,6.0,3.0,3.0,6.0,2.0,3.0,0.0,0.0,0.0,0.0,21.0,26.0,0.0,0.0,0.0,45.0,24.0
14,Wimbledon,29/06/15,Grand Slam,Outdoor,Grass,1st Round,Struff J.L.,Tomic B.,112.0,26.0,478.0,1355.0,3.0,6.0,6.0,3.0,6.0,2.0,2.0,6.0,3.0,6.0,2.0,3.0,0.0,0.0,0.0,0.0,3.0,9.0,0.0,0.0,0.0,28.0,23.0
15,Wimbledon,29/06/15,Grand Slam,Outdoor,Grass,1st Round,De Schepper K.,Smith J.P.,163.0,160.0,320.0,323.0,4.0,6.0,4.0,6.0,7.0,6.0,6.0,4.0,6.0,4.0,3.0,2.0,1.0,0.0,0.0,0.0,6.0,11.0,0.0,0.0,0.0,0.0,2.0
16,Wimbledon,29/06/15,Grand Slam,Outdoor,Grass,1st Round,Gimeno-Traver D.,Raonic M.,63.0,8.0,763.0,4440.0,2.0,6.0,3.0,6.0,6.0,3.0,6.0,7.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,8.0,25.0,0.0,0.0,0.0,41.0,18.0
17,Wimbledon,29/06/15,Grand Slam,Outdoor,Grass,1st Round,Lajovic D.,Haas T.,86.0,861.0,615.0,20.0,2.0,6.0,3.0,6.0,6.0,4.0,2.0,6.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,54.0,28.0
18,Wimbledon,29/06/15,Grand Slam,Outdoor,Grass,1st Round,Ebden M.,Rola B.,148.0,93.0,367.0,549.0,6.0,2.0,6.0,1.0,6.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,4.0,13.0,0.0,0.0,0.0,2.0,4.0
19,Wimbledon,29/06/15,Grand Slam,Outdoor,Grass,1st Round,Lacko L.,Johnson S.,94.0,52.0,548.0,895.0,3.0,6.0,7.0,6.0,6.0,4.0,1.0,6.0,4.0,6.0,2.0,3.0,0.0,0.0,0.0,0.0,9.0,25.0,0.0,0.0,0.0,7.0,13.0
20,Wimbledon,29/06/15,Grand Slam,Outdoor,Grass,1st Round,Estrella Burgos V.,Becker B.,48.0,51.0,941.0,905.0,5.0,7.0,6.0,1.0,6.0,4.0,6.0,4.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,18.0,31.0
21,Wimbledon,29/06/15,Grand Slam,Outdoor,Grass,1st Round,Souza J.,Giraldo S.,81.0,60.0,650.0,790.0,4.0,6.0,3.0,6.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,10.0,26.0
22,Wimbledon,29/06/15,Grand Slam,Outdoor,Grass,1st Round,Herbert P.H.,Chung H.,151.0,79.0,353.0,671.0,1.0,6.0,6.0,2.0,3.0,6.0,6.0,2.0,10.0,8.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0
23,Wimbledon,29/06/15,Grand Slam,Outdoor,Grass,1st Round,Pouille L.,Anderson K.,96.0,14.0,539.0,2090.0,2.0,6.0,5.0,7.0,6.0,3.0,3.0,6.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,39.0,26.0
24,Wimbledon,29/06/15,Grand Slam,Outdoor,Grass,1st Round,Cuevas P.,Kudla D.,23.0,105.0,1502.0,496.0,7.0,6.0,6.0,4.0,3.0,6.0,2.0,6.0,2.0,6.0,2.0,3.0,0.0,0.0,0.0,0.0,8.0,18.0,0.0,0.0,0.0,3.0,9.0
25,Wimbledon,29/06/15,Grand Slam,Outdoor,Grass,1st Round,Gabashvili T.,Zverev A.,53.0,74.0,882.0,689.0,3.0,6.0,6.0,1.0,3.0,6.0,6.0,3.0,7.0,9.0,2.0,3.0,0.0,0.0,0.0,0.0,16.0,26.0,0.0,0.0,0.0,0.0,1.0
