Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,HS,AS,HST,AST,HY,AY,HR,AR,FTR
SC0,17/10/2020,Hamilton,St Johnstone,3,5,2,3,10,22,4,8,1,0,0,0,A
SC0,17/10/2020,Livingston,Kilmarnock,1,3,1,2,14,11,2,5,4,0,0,0,A
SC0,17/10/2020,Ross County,Hibernian,0,0,0,0,16,28,2,6,1,1,1,0,D
SC0,20/10/2020,Aberdeen,Hamilton,4,2,4,1,18,10,6,6,1,1,0,0,H
SC0,24/10/2020,Kilmarnock,Hibernian,0,1,0,1,8,11,0,2,2,1,0,0,A
SC0,24/10/2020,Motherwell,Ross County,4,0,1,0,14,11,5,5,2,1,0,0,H
SC0,24/10/2020,St Johnstone,Dundee United,0,0,0,0,14,3,3,0,1,1,0,0,D
SC0,25/10/2020,Aberdeen,Celtic,3,3,1,0,13,14,5,7,2,1,0,0,D
SC0,25/10/2020,Rangers,Livingston,2,0,2,0,11,4,7,1,1,1,0,0,H
SC0,31/10/2020,Dundee United,Ross County,2,1,1,0,8,13,3,3,1,4,0,0,H
SC0,31/10/2020,Livingston,Motherwell,0,2,0,2,13,8,3,4,2,2,0,0,A
SC0,01/11/2020,Kilmarnock,Rangers,0,1,0,1,8,20,4,4,3,3,0,0,A
SC0,06/11/2020,Aberdeen,Hibernian,2,0,2,0,7,6,2,2,0,3,0,0,H
SC0,06/11/2020,Ross County,Livingston,1,1,1,0,7,7,2,2,1,1,0,0,D
SC0,06/11/2020,St Johnstone,Kilmarnock,1,0,0,0,11,8,2,0,2,1,0,0,H
SC0,06/11/2020,St Mirren,Dundee United,0,0,0,0,16,4,0,1,1,1,0,0,D
SC0,08/11/2020,Motherwell,Celtic,1,4,0,2,14,21,3,6,3,0,0,0,A
SC0,08/11/2020,Rangers,Hamilton,8,0,4,0,24,0,14,0,0,2,0,0,H
SC0,21/11/2020,Dundee United,Hamilton,2,1,0,0,7,8,3,2,3,3,0,0,H
SC0,21/11/2020,Hibernian,Celtic,2,2,0,0,12,21,3,12,4,0,0,0,D
SC0,21/11/2020,Kilmarnock,Ross County,3,1,1,1,12,17,6,2,1,0,1,0,H
SC0,21/11/2020,Livingston,St Mirren,0,1,0,0,5,7,2,3,1,1,0,0,A
SC0,21/11/2020,St Johnstone,Motherwell,1,1,1,1,16,8,5,2,3,1,0,0,D
SC0,22/11/2020,Rangers,Aberdeen,4,0,2,0,18,7,5,3,0,1,0,0,H
SC0,24/11/2020,Hibernian,St Johnstone,2,2,1,1,11,12,4,3,1,0,0,0,D
SC0,25/11/2020,Hamilton,Aberdeen,1,1,0,1,4,10,2,3,2,0,0,0,D
SC0,05/12/2020,Hamilton,Kilmarnock,1,0,0,0,16,17,6,2,3,2,0,1,H
SC0,05/12/2020,Livingston,Dundee United,2,0,0,0,11,7,4,2,5,2,0,0,H
SC0,05/12/2020,Motherwell,Hibernian,0,3,0,0,12,12,1,5,1,1,0,0,A
SC0,05/12/2020,St Mirren,Aberdeen,1,1,1,1,25,9,12,2,2,1,0,1,D
SC0,06/12/2020,Ross County,Rangers,0,4,0,1,4,16,1,5,3,0,0,0,A
SC0,06/12/2020,Celtic,St Johnstone,1,1,0,0,17,6,5,1,1,5,0,0,D
SC0,12/12/2020,Aberdeen,Ross County,2,0,1,0,5,5,3,1,1,1,0,0,H
SC0,12/12/2020,Hamilton,Hibernian,0,4,0,2,3,16,1,8,3,0,0,0,A
SC0,12/12/2020,Motherwell,St Mirren,0,1,0,1,19,8,9,3,1,4,0,0,A
SC0,12/12/2020,St Johnstone,Livingston,1,2,0,0,10,7,3,4,2,2,0,0,A
SC0,13/12/2020,Dundee United,Rangers,1,2,1,2,7,18,2,5,1,1,0,0,A
SC0,13/12/2020,Celtic,Kilmarnock,2,0,0,0,26,2,10,1,0,2,0,0,H
SC0,19/12/2020,Hibernian,Dundee United,1,1,1,0,13,10,8,3,1,3,0,0,D
SC0,19/12/2020,Rangers,Motherwell,3,1,0,1,20,4,8,2,0,2,0,0,H
SC0,19/12/2020,Ross County,Hamilton,0,2,0,1,19,9,3,3,1,1,0,0,A
SC0,19/12/2020,St Mirren,St Johnstone,3,2,1,2,14,6,4,4,1,2,0,1,H
SC0,20/12/2020,Kilmarnock,Aberdeen,0,2,0,0,7,14,2,3,1,0,1,0,A
SC0,23/12/2020,Celtic,Ross County,2,0,1,0,25,5,7,3,0,0,0,0,H
SC0,23/12/2020,Hamilton,Livingston,0,2,0,0,2,16,0,3,2,0,0,0,A
SC0,23/12/2020,Hibernian,St Mirren,1,0,1,0,10,13,4,4,1,0,1,1,H
SC0,23/12/2020,St Johnstone,Rangers,0,3,0,2,9,10,2,5,1,0,1,0,A
SC0,23/12/2020,Motherwell,Aberdeen,0,0,0,0,4,8,1,1,0,1,0,0,D
SC0,23/12/2020,Dundee United,Kilmarnock,2,0,2,0,9,13,5,2,2,1,0,0,H
SC0,26/12/2020,Rangers,Hibernian,1,0,1,0,15,9,5,1,0,1,0,0,H
SC0,26/12/2020,Aberdeen,St Johnstone,2,1,1,1,9,12,3,3,1,2,0,1,H
SC0,26/12/2020,Dundee United,Motherwell,1,1,0,1,10,22,5,7,3,0,0,0,D
SC0,26/12/2020,Hamilton,Celtic,0,3,0,0,3,23,0,8,1,1,0,0,A
SC0,26/12/2020,Kilmarnock,Livingston,1,2,0,0,9,9,2,4,2,2,0,0,A
SC0,26/12/2020,Ross County,St Mirren,0,2,0,0,8,23,4,9,0,1,2,0,A
SC0,30/12/2020,Celtic,Dundee United,3,0,2,0,24,8,9,3,0,2,0,0,H
SC0,30/12/2020,St Johnstone,Hamilton,0,0,0,0,28,10,3,2,0,2,0,0,D
SC0,30/12/2020,St Mirren,Rangers,0,2,0,2,8,10,3,3,2,1,0,0,A
SC0,30/12/2020,Hibernian,Ross County,0,2,0,1,13,6,4,4,2,1,0,0,A
SC0,30/12/2020,Motherwell,Kilmarnock,0,2,0,1,7,15,1,6,2,1,1,0,A
SC0,02/01/2021,Rangers,Celtic,1,0,0,0,10,13,0,3,3,3,0,1,H
SC0,02/01/2021,Aberdeen,Dundee United,0,0,0,0,18,9,3,1,1,2,0,0,D
SC0,02/01/2021,Hamilton,Motherwell,3,0,1,0,8,10,4,6,0,1,0,0,H
SC0,02/01/2021,Hibernian,Livingston,0,3,0,2,5,12,1,6,1,1,0,0,A
SC0,02/01/2021,Kilmarnock,St Mirren,1,1,1,0,9,8,3,1,3,2,0,0,D
SC0,02/01/2021,Ross County,St Johnstone,1,1,1,1,10,14,5,6,2,2,0,0,D
SC0,09/01/2021,Kilmarnock,Hamilton,2,0,1,0,18,6,3,1,0,1,0,0,H
SC0,09/01/2021,St Mirren,Motherwell,1,1,0,1,16,11,2,3,1,1,0,0,D
SC0,10/01/2021,Aberdeen,Rangers,1,2,0,1,4,17,2,7,2,1,1,0,A
SC0,10/01/2021,Livingston,Ross County,3,1,1,1,12,6,4,2,1,5,0,0,H
SC0,11/01/2021,Celtic,Hibernian,1,1,0,0,10,16,6,7,1,2,0,0,D
SC0,12/01/2021,Dundee United,St Johnstone,2,2,1,2,9,23,2,6,3,2,0,0,D
SC0,16/01/2021,Celtic,Livingston,0,0,0,0,7,15,1,1,1,2,0,0,D
SC0,16/01/2021,Hamilton,Dundee United,0,0,0,0,11,6,3,2,1,3,0,0,D
SC0,16/01/2021,Hibernian,Kilmarnock,2,0,0,0,6,7,5,0,0,1,0,0,H
SC0,16/01/2021,Ross County,Aberdeen,4,1,2,1,9,15,5,5,3,0,0,0,H
SC0,16/01/2021,St Johnstone,St Mirren,1,0,0,0,8,5,2,0,2,0,0,1,H
SC0,17/01/2021,Motherwell,Rangers,1,1,1,0,5,16,3,5,3,1,0,0,D
SC0,20/01/2021,Livingston,Celtic,2,2,1,2,6,18,2,6,0,0,0,1,D
SC0,23/01/2021,Aberdeen,Motherwell,2,0,1,0,26,6,8,3,2,1,0,1,H
SC0,23/01/2021,Rangers,Ross County,5,0,3,0,28,7,11,2,1,2,0,0,H
SC0,27/01/2021,Dundee United,St Mirren,1,5,0,3,12,19,4,6,2,1,0,0,A
SC0,27/01/2021,Ross County,Motherwell,1,2,1,0,11,12,5,6,5,0,0,0,A
SC0,27/01/2021,St Johnstone,Aberdeen,0,0,0,0,8,16,2,3,1,1,0,0,D
SC0,27/01/2021,Celtic,Hamilton,2,0,1,0,24,4,7,0,0,0,0,0,H
SC0,27/01/2021,Hibernian,Rangers,0,1,0,0,8,11,2,3,3,0,0,0,A
SC0,27/01/2021,Livingston,Kilmarnock,2,0,0,0,12,5,3,2,2,3,0,0,H
SC0,30/01/2021,Celtic,St Mirren,1,2,1,2,19,11,4,5,0,0,0,0,A
SC0,30/01/2021,Dundee United,Hibernian,0,2,0,1,10,12,3,5,0,1,0,0,A
SC0,30/01/2021,Kilmarnock,St Johnstone,2,3,2,0,13,15,5,6,1,1,0,0,A
SC0,30/01/2021,Livingston,Aberdeen,0,0,0,0,6,9,2,2,1,0,0,0,D
SC0,02/02/2021,Aberdeen,Livingston,0,2,0,2,8,7,3,2,2,1,0,0,A
SC0,02/02/2021,St Mirren,Hibernian,1,2,0,0,4,11,1,4,2,1,1,0,A
SC0,02/02/2021,Kilmarnock,Celtic,0,4,0,1,12,12,3,6,1,0,0,0,A
SC0,03/02/2021,Hamilton,Ross County,1,2,1,0,7,16,4,5,1,2,0,0,A
SC0,03/02/2021,Motherwell,Dundee United,2,1,2,0,13,15,6,3,0,1,0,0,H
SC0,03/02/2021,Rangers,St Johnstone,1,0,0,0,9,5,2,3,1,1,0,0,H
SC0,06/02/2021,Celtic,Motherwell,2,1,1,0,22,7,9,5,0,3,0,0,H
SC0,06/02/2021,Hibernian,Aberdeen,2,0,1,0,11,11,5,1,1,0,0,0,H
SC0,06/02/2021,Livingston,St Johnstone,1,2,0,1,7,15,3,6,2,1,0,0,A
SC0,06/02/2021,Ross County,Dundee United,0,2,0,0,14,17,5,6,1,3,0,0,A
SC0,06/02/2021,St Mirren,Kilmarnock,2,0,1,0,14,13,5,1,1,4,0,0,H
SC0,07/02/2021,Hamilton,Rangers,1,1,0,0,12,15,7,2,1,1,0,0,D
SC0,10/02/2021,Kilmarnock,Motherwell,0,1,0,0,18,11,5,4,0,2,0,0,A
SC0,10/02/2021,St Mirren,Celtic,0,4,0,1,13,18,2,6,2,1,0,0,A
SC0,13/02/2021,Aberdeen,St Mirren,0,0,0,0,9,7,3,2,1,1,0,0,D
SC0,13/02/2021,Dundee United,Livingston,3,0,2,0,11,13,6,9,2,1,1,1,H
SC0,13/02/2021,Motherwell,Hamilton,1,4,0,3,11,15,1,5,3,3,1,0,A
SC0,13/02/2021,Rangers,Kilmarnock,1,0,1,0,13,2,6,0,0,2,0,0,H
SC0,14/02/2021,St Johnstone,Celtic,1,2,0,0,6,10,1,5,0,2,0,0,A
SC0,17/02/2021,Celtic,Aberdeen,1,0,1,0,12,10,3,2,0,2,0,0,H
SC0,17/02/2021,St Mirren,Hamilton,1,1,0,0,15,12,3,4,2,1,0,0,D
SC0,20/02/2021,Aberdeen,Kilmarnock,1,0,1,0,10,8,4,4,1,2,0,0,H
SC0,20/02/2021,Hibernian,Hamilton,2,0,1,0,17,8,8,6,1,1,0,1,H
SC0,20/02/2021,Motherwell,St Johnstone,0,3,0,2,1,22,1,7,1,0,0,0,A
SC0,20/02/2021,St Mirren,Livingston,1,1,1,1,16,7,4,1,0,1,0,0,D
SC0,21/02/2021,Rangers,Dundee United,4,1,2,0,22,7,11,4,0,3,0,0,H
SC0,21/02/2021,Ross County,Celtic,1,0,0,0,6,19,4,4,0,0,0,0,H
SC0,24/02/2021,St Mirren,Motherwell,0,0,0,0,7,13,2,2,2,1,0,0,D
SC0,27/02/2021,Celtic,Aberdeen,1,0,1,0,12,9,3,3,0,1,0,0,H
SC0,27/02/2021,Hibernian,Motherwell,0,2,0,1,16,12,3,2,2,0,0,0,A
SC0,27/02/2021,Kilmarnock,Dundee United,1,1,0,1,13,11,5,4,1,4,0,0,D
SC0,27/02/2021,St Mirren,Ross County,1,0,0,0,13,11,4,4,1,1,0,0,H
SC0,03/03/2021,Hamilton,St Johnstone,1,1,1,0,12,17,3,5,2,3,0,0,D
SC0,03/03/2021,Livingston,Rangers,0,1,0,0,7,11,0,4,6,2,0,0,A
SC0,06/03/2021,Aberdeen,Hamilton,0,0,0,0,15,10,3,2,2,1,0,0,D
SC0,06/03/2021,Motherwell,Livingston,3,1,1,0,14,10,6,4,1,4,0,0,H
SC0,06/03/2021,Rangers,St Mirren,3,0,2,0,10,5,7,1,1,2,0,0,H
SC0,06/03/2021,Ross County,Kilmarnock,3,2,1,1,9,10,5,2,2,1,0,1,H
SC0,06/03/2021,St Johnstone,Hibernian,1,0,1,0,6,13,2,2,1,2,0,0,H
SC0,07/03/2021,Dundee United,Celtic,0,0,0,0,9,27,4,12,5,2,0,0,D
SC0,13/03/2021,Livingston,Hamilton,2,1,2,1,9,4,3,1,2,2,0,0,H
SC0,13/03/2021,Ross County,Hibernian,1,2,0,0,9,14,4,6,1,3,0,0,A
SC0,20/03/2021,Dundee United,Aberdeen,1,0,0,0,7,9,2,1,0,1,0,0,H
SC0,20/03/2021,Hamilton,St Mirren,1,1,0,1,9,17,2,4,0,1,0,0,D
SC0,20/03/2021,Kilmarnock,Motherwell,4,1,1,1,13,9,5,3,3,1,0,0,H
SC0,20/03/2021,Livingston,Hibernian,1,1,1,1,12,12,5,2,1,0,0,0,D
SC0,20/03/2021,St Johnstone,Ross County,1,0,0,0,22,2,8,0,0,3,0,0,H
SC0,21/03/2021,Celtic,Rangers,1,1,1,1,16,9,8,3,3,1,0,0,D
SC0,10/04/2021,Celtic,Livingston,6,0,2,0,18,4,11,2,0,0,0,0,H
SC0,10/04/2021,Hamilton,Dundee United,0,1,0,1,27,13,6,4,1,2,0,0,A
SC0,10/04/2021,Kilmarnock,Ross County,2,2,2,1,14,13,6,4,3,3,0,0,D
SC0,10/04/2021,Motherwell,St Mirren,1,0,0,0,11,15,3,7,1,3,0,0,H
SC0,10/04/2021,St Johnstone,Aberdeen,0,1,0,0,15,9,3,3,1,2,0,0,A
SC0,11/04/2021,Rangers,Hibernian,2,1,1,0,12,9,4,5,3,1,0,0,H
SC0,21/04/2021,Hamilton,Motherwell,0,1,0,1,5,12,1,3,2,1,1,0,A
SC0,21/04/2021,Hibernian,Livingston,2,1,2,0,11,9,6,2,3,3,0,0,H
SC0,21/04/2021,St Johnstone,Rangers,1,1,0,0,11,6,3,2,3,4,0,0,D
SC0,21/04/2021,Aberdeen,Celtic,1,1,1,0,9,23,4,6,0,1,0,0,D
SC0,21/04/2021,Kilmarnock,Dundee United,3,0,3,0,16,13,5,5,1,2,0,0,H
SC0,21/04/2021,Ross County,St Mirren,1,3,1,0,12,15,3,5,1,0,0,0,A
SC0,01/05/2021,Dundee United,Ross County,0,2,0,2,2,12,0,6,0,3,0,0,A
SC0,01/05/2021,Hibernian,St Johnstone,0,1,0,1,8,6,2,2,3,2,0,0,A
SC0,01/05/2021,Livingston,Aberdeen,1,2,0,0,13,12,5,8,4,4,0,0,A
SC0,01/05/2021,Motherwell,Kilmarnock,2,0,0,0,11,18,2,4,3,1,0,0,H
SC0,01/05/2021,St Mirren,Hamilton,1,2,0,1,11,12,3,3,2,1,0,0,A
SC0,02/05/2021,Rangers,Celtic,4,1,2,1,18,12,9,3,1,1,0,1,H
SC0,12/05/2021,Dundee United,Motherwell,2,2,2,0,10,9,4,4,1,3,0,0,D
SC0,12/05/2021,Livingston,Rangers,0,3,0,1,9,11,2,5,2,2,0,0,A
SC0,12/05/2021,Celtic,St Johnstone,4,0,2,0,19,7,11,1,0,0,0,0,H
SC0,12/05/2021,Aberdeen,Hibernian,0,1,0,1,14,8,4,4,2,1,0,0,A
SC0,12/05/2021,Kilmarnock,St Mirren,3,3,1,0,19,12,8,3,2,1,0,0,D
SC0,12/05/2021,Ross County,Hamilton,2,1,1,1,8,10,2,2,3,2,0,0,H
SC0,15/05/2021,Hibernian,Celtic,0,0,0,0,6,17,0,9,1,2,0,0,D
SC0,15/05/2021,Rangers,Aberdeen,4,0,2,0,9,11,4,4,1,0,0,0,H
SC0,15/05/2021,St Johnstone,Livingston,0,0,0,0,5,2,1,2,1,1,0,0,D
SC0,16/05/2021,Hamilton,Kilmarnock,0,2,0,2,9,8,1,4,1,4,0,0,A
SC0,16/05/2021,Motherwell,Ross County,1,2,1,0,7,10,1,2,3,3,0,0,A
SC0,16/05/2021,St Mirren,Dundee United,0,0,0,0,13,11,1,3,1,2,0,1,D
