,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,HS,AS,HST,AST,HY,AY,HR,AR,FTR,Gol_Average_Home,Dif_Home,Rojas_Home,Puntos_Home,Goles_Marcados_Home,Victorias_Home,Empates_Home,Derrotas_Home,Porterias_0_Home,Gol_Average_Away,Dif_Away,Rojas_Away,Puntos_Away,Goles_Marcados_Away,Victorias_Away,Empates_Away,Derrotas_Away,Porterias_0_Away
0,I1,09/09/11,Milan,Lazio,2,2,2,2,18,12,8,5,2,2,0,0,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,I1,10/09/11,Cesena,Napoli,1,3,1,1,11,18,3,6,2,3,1,0,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,I1,11/09/11,Catania,Siena,0,0,0,0,9,4,1,2,2,4,0,0,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,I1,11/09/11,Chievo,Novara,2,2,2,1,11,14,4,4,1,1,1,0,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,I1,11/09/11,Fiorentina,Bologna,2,0,1,0,15,14,7,2,1,1,0,0,H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,I1,11/09/11,Genoa,Atalanta,2,2,1,2,15,16,4,5,2,4,1,0,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,I1,11/09/11,Juventus,Parma,4,1,1,0,12,2,6,1,0,2,1,0,H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,I1,11/09/11,Lecce,Udinese,0,2,0,2,18,15,2,4,2,1,0,0,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,I1,11/09/11,Palermo,Inter,4,3,0,1,16,18,9,5,2,3,0,0,H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,I1,11/09/11,Roma,Cagliari,1,2,0,0,16,10,8,3,0,5,1,0,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,I1,17/09/11,Cagliari,Novara,2,1,1,0,17,7,5,4,2,3,0,0,H,1.0,1.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0
11,I1,17/09/11,Inter,Roma,0,0,0,0,18,12,4,3,1,1,0,0,D,-1.0,-1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,-1.0,-1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
12,I1,18/09/11,Atalanta,Palermo,1,0,1,0,8,11,1,0,4,3,0,0,H,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,4.0,1.0,0.0,0.0,0.0
13,I1,18/09/11,Bologna,Lecce,0,2,0,1,12,17,4,7,3,2,0,0,A,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
14,I1,18/09/11,Catania,Cesena,1,0,1,0,10,4,3,2,4,2,0,0,H,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,-2.0,-2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
15,I1,18/09/11,Lazio,Genoa,1,2,1,0,11,10,2,4,1,2,0,0,A,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0
16,I1,18/09/11,Napoli,Milan,3,1,2,1,13,11,4,4,3,4,0,0,H,2.0,2.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0
17,I1,18/09/11,Parma,Chievo,2,1,1,0,11,10,5,1,1,3,1,0,H,-3.0,-3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0
18,I1,18/09/11,Siena,Juventus,0,1,0,0,5,12,1,5,2,0,0,0,A,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,1.0,3.0,4.0,1.0,0.0,0.0,0.0
19,I1,18/09/11,Udinese,Fiorentina,2,0,2,0,8,11,5,2,1,4,0,0,H,2.0,2.0,0.0,3.0,2.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,3.0,2.0,1.0,0.0,0.0,1.0
