Tournament,Date,Series,Court,Surface,Round,P,S,PRank,SRank,PPts,SPts,P1,S1,P2,S2,P3,S3,P4,S4,P5,S5,Psets,Ssets,Gana_P
US Open,27/08/12,Grand Slam,Outdoor,Hard,1st Round,Andreozzi G.,Nishikori K.,222.0,18.0,216.0,1790.0,1.0,6.0,2.0,6.0,4.0,6.0,,,,,0.0,3.0,0.0
US Open,27/08/12,Grand Slam,Outdoor,Hard,1st Round,Kudla D.,Granollers M.,161.0,24.0,324.0,1555.0,3.0,6.0,6.0,4.0,3.0,6.0,6.0,7.0,,,1.0,3.0,0.0
US Open,27/08/12,Grand Slam,Outdoor,Hard,1st Round,Smyczek T.,Reynolds B.,179.0,151.0,284.0,350.0,1.0,6.0,6.0,4.0,6.0,2.0,4.0,6.0,6.0,4.0,3.0,2.0,1.0
US Open,27/08/12,Grand Slam,Outdoor,Hard,1st Round,Blake J.,Lacko L.,114.0,54.0,482.0,818.0,7.0,5.0,6.0,2.0,3.0,6.0,6.0,3.0,,,3.0,1.0,1.0
US Open,27/08/12,Grand Slam,Outdoor,Hard,1st Round,Moriya H.,Dodig I.,231.0,118.0,208.0,475.0,0.0,6.0,1.0,6.0,2.0,6.0,,,,,0.0,3.0,0.0
US Open,27/08/12,Grand Slam,Outdoor,Hard,1st Round,Murray A.,Bogomolov A.,4.0,73.0,7290.0,655.0,6.0,2.0,6.0,4.0,6.0,1.0,,,,,3.0,0.0,1.0
US Open,27/08/12,Grand Slam,Outdoor,Hard,1st Round,Mayer F.,Sock J.,23.0,243.0,1580.0,192.0,3.0,6.0,2.0,6.0,2.0,3.0,,,,,0.0,2.0,0.0
US Open,27/08/12,Grand Slam,Outdoor,Hard,1st Round,Davydenko N.,Pella G.,47.0,152.0,920.0,345.0,7.0,5.0,3.0,6.0,6.0,4.0,6.0,2.0,,,3.0,1.0,1.0
US Open,27/08/12,Grand Slam,Outdoor,Hard,1st Round,Ginepri R.,Ramos A.,234.0,50.0,206.0,855.0,7.0,6.0,5.0,7.0,4.0,6.0,0.0,6.0,,,1.0,3.0,0.0
US Open,27/08/12,Grand Slam,Outdoor,Hard,1st Round,Andreev I.,Mathieu P.H.,100.0,128.0,551.0,438.0,6.0,2.0,6.0,4.0,6.0,7.0,6.0,7.0,1.0,6.0,2.0,3.0,0.0
US Open,27/08/12,Grand Slam,Outdoor,Hard,1st Round,Cipolla F.,Kavcic B.,87.0,77.0,601.0,649.0,6.0,4.0,7.0,6.0,3.0,6.0,6.0,3.0,,,3.0,1.0,1.0
US Open,27/08/12,Grand Slam,Outdoor,Hard,1st Round,Ebden M.,Ito T.,71.0,67.0,666.0,684.0,7.0,6.0,6.0,3.0,6.0,2.0,,,,,3.0,0.0,1.0
US Open,27/08/12,Grand Slam,Outdoor,Hard,1st Round,Chardy J.,Volandri F.,32.0,72.0,1168.0,660.0,6.0,3.0,6.0,4.0,6.0,3.0,,,,,3.0,0.0,1.0
US Open,27/08/12,Grand Slam,Outdoor,Hard,1st Round,Brands D.,Ungur A.,123.0,110.0,451.0,502.0,7.0,6.0,6.0,4.0,7.0,6.0,,,,,3.0,0.0,1.0
US Open,27/08/12,Grand Slam,Outdoor,Hard,1st Round,Soeda G.,Fish M.,55.0,25.0,816.0,1535.0,6.0,7.0,6.0,7.0,3.0,6.0,,,,,0.0,3.0,0.0
US Open,27/08/12,Grand Slam,Outdoor,Hard,1st Round,Authom M.,Phau B.,192.0,83.0,265.0,615.0,2.0,6.0,6.0,4.0,4.0,6.0,6.0,7.0,,,1.0,3.0,0.0
US Open,27/08/12,Grand Slam,Outdoor,Hard,1st Round,Machado R.,Verdasco F.,131.0,26.0,421.0,1525.0,1.0,6.0,2.0,6.0,4.0,6.0,,,,,0.0,3.0,0.0
US Open,28/08/12,Grand Slam,Outdoor,Hard,1st Round,Russell M.,Simon G.,107.0,17.0,527.0,1890.0,6.0,7.0,6.0,3.0,7.0,5.0,4.0,6.0,1.0,6.0,2.0,3.0,0.0
